FILE,SNR,PSNR,SSIM,PESQ
speaker1.wav,27.303667068481445,23.630435032546515,0.6078231041472533,1.0507805347442627
speaker10.wav,23.105132579803467,22.162753171499467,0.5839410745190537,1.0584973096847534
speaker11.wav,13.673824071884155,22.56680199296867,0.662074919063348,1.0521583557128906
speaker12.wav,15.80717921257019,21.997914472646272,0.5101931881421883,1.0440679788589478
speaker13.wav,19.12222385406494,22.606318688014,0.5014595527646776,1.053228735923767
speaker14.wav,15.868661403656006,22.311913422803897,0.6351659278160748,1.0422556400299072
speaker15.wav,22.313690185546875,20.907752926432252,0.4912097719620205,1.0420973300933838
speaker16.wav,21.037802696228027,22.9537230531161,0.5690159752209455,1.0418943166732788
speaker17.wav,17.074426412582397,23.395153462705196,0.6371693290258965,1.0469064712524414
speaker18.wav,17.771230936050415,20.289121822779293,0.37206928855747945,1.1282129287719727
speaker19.wav,14.517062902450562,22.602780329332774,0.7289689691009059,1.0516283512115479
speaker2.wav,23.958470821380615,21.407839696745764,0.5958381725811664,1.0571928024291992
speaker20.wav,23.83992910385132,21.511842635243408,0.482915990406012,1.0252012014389038
speaker21.wav,24.269208908081055,21.077954709778886,0.43324387411670057,1.0438162088394165
speaker22.wav,15.717921257019043,22.65288122013715,0.6285124484799506,1.0653948783874512
speaker23.wav,18.04728865623474,22.88637407884453,0.7579713978573089,1.0367261171340942
speaker24.wav,17.94252634048462,20.746070176116934,0.5428888288539059,1.0429133176803589
speaker3.wav,14.786481857299805,21.357841996722115,0.6099774557437726,1.0298281908035278
speaker4.wav,16.68009877204895,22.717639455596462,0.7087942755619355,1.0839723348617554
speaker5.wav,21.155614852905273,21.6219477789383,0.6155199616086146,1.0525836944580078
speaker6.wav,13.552197217941284,20.41190058611066,0.43713943860855276,1.0511705875396729
speaker7.wav,14.178262948989868,19.634544871980534,0.4600220905220217,1.0443036556243896
speaker8.wav,16.605907678604126,21.55317679072917,0.5553825233760147,1.0387777090072632
speaker9.wav,20.61023235321045,23.29505077194743,0.6851232533160743,1.0617377758026123
