FILE,SNR,PSNR,SSIM,PESQ
speaker1.wav,22.545526027679443,19.245408196524096,0.5289801437162168,1.0659716129302979
speaker10.wav,25.26343822479248,22.60591495409121,0.7185412680515608,1.0616552829742432
speaker11.wav,11.951133012771606,15.843040191999808,0.4729664419664682,1.0714219808578491
speaker12.wav,16.74088716506958,22.146536963717644,0.6681567110734518,1.0550018548965454
speaker13.wav,17.252495288848877,18.662399264415058,0.5340169690064045,1.0565431118011475
speaker14.wav,14.21926498413086,17.052673977491473,0.456554447636439,1.0547754764556885
speaker15.wav,22.2878360748291,22.680779956664683,0.6829358457509432,1.0580096244812012
speaker16.wav,17.333998680114746,23.815774560347762,0.7204658813440757,1.0519227981567383
speaker17.wav,15.871635675430298,15.794521334684754,0.4138771966958551,1.0444530248641968
speaker18.wav,22.457759380340576,22.77694943442226,0.6628443063861444,1.1532007455825806
speaker19.wav,19.764537811279297,22.603740562024853,0.7867575139600298,1.0667290687561035
speaker2.wav,14.201643466949463,21.497124560058488,0.7083131271767085,1.0639569759368896
speaker20.wav,17.399688959121704,22.908969397053628,0.7413707549858429,1.041772723197937
speaker21.wav,23.19065809249878,22.349504722117388,0.6582356897907538,1.0605875253677368
speaker22.wav,16.66817307472229,17.738944817152213,0.5227606993277051,1.0781750679016113
speaker23.wav,19.42686438560486,18.600412667226916,0.5496713238372584,1.0453464984893799
speaker24.wav,15.678744316101074,21.432628277196812,0.6554024567562247,1.0564990043640137
speaker3.wav,14.549436569213867,22.191079475500896,0.7246343919480224,1.0327352285385132
speaker4.wav,14.975687265396118,22.860018771646764,0.7814922764423935,1.0751478672027588
speaker5.wav,24.452242851257324,19.585061783362097,0.7064206249081779,1.056499719619751
speaker6.wav,14.663136005401611,21.634402117051064,0.6664756993802703,1.0523611307144165
speaker7.wav,15.817114114761353,15.607869781024903,0.43642479534025896,1.0332536697387695
speaker8.wav,19.29335594177246,23.143828477155356,0.7316423769878805,1.0595148801803589
speaker9.wav,22.329862117767334,21.0867579467177,0.6593206840475432,1.071305513381958
