FILE,SNR,PSNR,SSIM,PESQ
speaker1.wav,25.27040719985962,23.943508146387657,0.5901630449991501,1.4750268459320068
speaker10.wav,18.85502576828003,20.970423553135554,0.5779136117308084,1.061143159866333
speaker11.wav,21.891026496887207,22.055393776456455,0.5831869125198366,1.0510730743408203
speaker12.wav,19.635236263275146,21.67213543365314,0.5170335696898761,1.044534683227539
speaker13.wav,21.402394771575928,22.02751111977922,0.4842871895619238,1.0561569929122925
speaker14.wav,18.914754390716553,21.668208327898235,0.65014162837001,1.0566964149475098
speaker15.wav,25.659761428833008,21.018836388228195,0.46779207246032506,1.065009355545044
speaker16.wav,16.608437299728394,23.31932298713296,0.6107201556571064,1.0496585369110107
speaker17.wav,18.134037256240845,22.639583941181094,0.6230388185786724,1.045027494430542
speaker18.wav,20.757229328155518,22.849960240903098,0.4597932744497172,1.1005626916885376
speaker19.wav,16.84526562690735,22.758497406882242,0.699931418085001,1.0654215812683105
speaker2.wav,17.43465542793274,20.949629180340246,0.5073006063782017,1.0604287385940552
speaker20.wav,20.486326217651367,22.124492705595145,0.608729543090462,1.0369069576263428
speaker21.wav,23.88252019882202,22.039350156379708,0.5082344296959685,1.0445678234100342
speaker22.wav,21.380090713500977,22.583230689180304,0.638419776281219,1.0630275011062622
speaker23.wav,20.175626277923584,22.161310967608287,0.6428377940730007,1.0469419956207275
speaker24.wav,23.24852466583252,21.135050617920605,0.4859304730986514,1.0589927434921265
speaker3.wav,21.15013360977173,21.13864306599914,0.6467370424966314,1.0319792032241821
speaker4.wav,21.15891695022583,22.026204774997574,0.590720487088061,1.0470294952392578
speaker5.wav,18.181954622268677,20.353835053482445,0.648696479200832,1.053573727607727
speaker6.wav,13.841631412506104,19.283960511883855,0.3972064656567085,1.0536319017410278
speaker7.wav,16.097447872161865,21.572041039066008,0.5936277800355939,1.051446557044983
speaker8.wav,23.714511394500732,21.961220876083935,0.578654033572659,1.048877239227295
speaker9.wav,20.620417594909668,22.733955587986006,0.654755594627338,1.0641518831253052
