FILE,SNR,PSNR,SSIM,PESQ
speaker1.wav,22.935426235198975,24.99784547630535,0.6986263014849143,1.0630109310150146
speaker10.wav,24.24576997756958,21.92134968981213,0.6508039878985191,1.0675978660583496
speaker11.wav,17.107181549072266,22.73453131268331,0.6086132717686812,1.0524381399154663
speaker12.wav,18.04931640625,19.62314205432164,0.4320715319385252,1.0468047857284546
speaker13.wav,20.321784019470215,22.076143936862284,0.5022133959093418,1.0535109043121338
speaker14.wav,20.123112201690674,23.620338541770586,0.7263076823290935,1.0487301349639893
speaker15.wav,26.39092445373535,20.709282211105506,0.49306000733937716,1.0462065935134888
speaker16.wav,19.78486657142639,23.028112280113398,0.5510353310576789,1.0582340955734253
speaker17.wav,17.112964391708374,22.532488096316147,0.6092057173740102,1.047806739807129
speaker18.wav,21.045498847961426,22.322243720887904,0.4346350388277986,1.0715614557266235
speaker19.wav,14.393535852432251,22.577374872887873,0.7298104935134362,1.0556330680847168
speaker2.wav,23.560426235198975,21.734126145565416,0.6028270851413583,1.059800386428833
speaker20.wav,19.6815824508667,20.558565241875492,0.4829496316713008,1.037021517753601
speaker21.wav,25.9483003616333,20.36353955848041,0.412108554129804,1.035863995552063
speaker22.wav,18.93920660018921,22.701813047321995,0.6730600571876492,1.0714318752288818
speaker23.wav,14.985933303833008,21.780231787913284,0.6395761366181887,1.0526809692382812
speaker24.wav,20.246310234069824,21.12144160446062,0.5397433406992207,1.0509538650512695
speaker3.wav,13.76783013343811,20.371955952316053,0.5186908425838032,1.034618854522705
speaker4.wav,18.81169319152832,22.184538612013817,0.6893183756017502,1.0768040418624878
speaker5.wav,24.554827213287354,20.02362531196284,0.5704833166918506,1.053527593612671
speaker6.wav,19.140745401382446,21.6946397284333,0.5775780702480191,1.052810549736023
speaker7.wav,13.999191522598267,21.457531217530953,0.5923350723120463,1.058406949043274
speaker8.wav,14.760820865631104,22.685920773425657,0.6684986714527779,1.0757397413253784
speaker9.wav,17.09245800971985,22.629166006591426,0.6388026822233801,1.0630697011947632
