FILE,SNR,PSNR,SSIM,PESQ
speaker1,15.143846273422241,28.921786207026408,0.8581179523890424,2.5458199977874756
speaker18,15.384113788604736,28.794717375164144,0.9359828042094533,2.9518113136291504
speaker19,12.252479791641235,28.100695931877354,0.9413368344941343,2.6988749504089355
speaker2,14.564814567565918,26.59164594750198,0.94528184072808,2.8404016494750977
speaker20,14.494341611862183,27.477986299117397,0.9047942833248445,2.924055337905884
speaker21,15.956168174743652,27.55699454193121,0.916270077844799,3.147163152694702
speaker22,14.79466438293457,29.057813997219313,0.9259760394333147,2.6141130924224854
speaker23,13.377213478088379,27.954421732615383,0.9521230019096542,2.5848705768585205
speaker24,12.72914171218872,27.55572772202889,0.9416171007739915,2.957324981689453
speaker3,12.210768461227417,26.573261554055865,0.9527355357830114,2.80725359916687
speaker4,13.384400606155396,27.759324605882636,0.9433242695163033,2.734280824661255
speaker10,13.730789422988892,26.91130836899477,0.9312410128956116,2.998835325241089
speaker5,18.626272678375244,27.8765279195023,0.9424440794608802,2.8848912715911865
speaker6,15.463852882385254,26.685367469113398,0.9485815314128481,3.0196611881256104
speaker6,14.676511287689209,27.22618684964667,0.9318235402039012,1.0402717590332031
speaker7,19.753663539886475,28.948462095356987,0.9346755209417336,1.065834879875183
speaker8,14.236761331558228,28.717533200119334,0.9300981250671406,1.320913314819336
speaker9,20.080509185791016,27.063835989068448,0.9368724335504585,1.1216380596160889
speaker11,13.569433689117432,27.01774877665519,0.948888142948977,1.1112300157546997
speaker12,20.199174880981445,27.041369585158726,0.9251425513585056,1.0725960731506348
speaker13,14.51166033744812,27.65902915514217,0.9414992106364171,1.2896288633346558
speaker14,16.264644861221313,25.53556357049323,0.947518948976461,1.101166009902954
speaker15,22.459583282470703,28.04724085127264,0.9060291644085502,1.0651061534881592
speaker16,14.417198896408081,28.676833241064486,0.9223762192942865,1.1629832983016968
